param_1,param_2,param_3,param_4,param_5,param_6
1.8894943,0.88508147,0.8209206,0.45816135,0.6371578,0.22814035
0.76790863,0.8282799,1.0282309,0.1409225,0.5038641,0.32709515
1.3335414,1.6580056,0.3320014,0.11534083,0.7211616,0.9990779
0.9171482,1.1164285,0.8942734,0.3546651,0.805164,-0.31300735
0.38717318,1.0241059,0.81195533,0.14964268,0.7649933,-0.8498175
1.5385832,1.0229403,0.92673844,0.23969948,0.8363588,-0.8783735
1.7666284,1.6758368,0.9453838,0.4066388,0.7517621,0.18985474
1.521264,1.521867,0.94856143,0.24941066,0.95667243,-0.19371164
0.40165806,0.9235581,0.5917522,0.38860184,0.72912526,0.41609
0.33636174,0.99042225,0.8862955,0.42927915,0.63647735,-0.43965232
0.4297551,1.1551383,0.8865921,0.37595087,0.69973147,0.19247651
0.68231654,1.2815093,0.5865387,0.38443688,0.64870924,0.3305304
0.6174571,1.3446116,1.1163933,0.47371835,0.7453498,0.14584124
1.4898908,1.7608378,1.0007598,0.12614413,0.7989508,-0.25062168
1.4206791,1.4930124,0.65981865,0.29217228,0.79823685,-0.33716118
1.6726227,1.4912138,0.98775786,0.20983759,0.5984008,0.57967675
1.7693484,1.1884738,0.5276296,0.4131474,0.95035404,0.7024323
0.47836488,1.5392747,0.623752,0.2633317,0.61229455,-0.58144236
1.1658138,1.347728,0.51892465,0.4255402,0.61328566,-0.7128773
1.7756968,1.5223513,1.1520728,0.13606171,0.8434017,0.35867238
1.0407059,1.24389,1.125318,0.14538221,0.58197355,-0.7589693
1.8193057,1.2216522,0.7955376,0.19516423,0.60728014,-0.72089946
1.2264203,1.5228292,0.9001441,0.37741435,0.9070389,0.38250327
1.0347834,1.0501572,0.4891876,0.4589405,0.86482954,-0.5356289
0.8422898,1.4148424,0.7874092,0.32334688,0.83232486,0.9587631
0.3917815,1.6120498,0.99635476,0.17086044,0.51494217,0.91743374
1.2231841,1.4129262,0.7992242,0.37627915,0.87014484,0.562927
0.53356224,1.3224431,0.40485936,0.425087,0.7845926,0.9689051
1.342016,0.8050735,1.0211397,0.159079,0.61933136,-0.5278441
1.5748924,1.4397836,0.9538185,0.2207371,0.8983959,0.15462863
0.577367,1.5510633,0.3278783,0.19814415,0.5763503,0.33343565
1.7184668,1.1166446,0.9173382,0.42941213,0.7096359,-0.8591695
0.8102559,1.1420732,0.7411027,0.28529832,0.824373,0.70889914
0.60932666,0.9652982,0.741907,0.18488935,0.50341696,-0.6981369
0.8437422,0.99749744,0.5547187,0.32351503,0.7003914,0.5824964
1.4560249,0.8813617,0.6450583,0.1949014,0.51799774,0.65804625
1.6975453,0.8498922,0.7584561,0.2538897,0.5918244,-0.87054
1.5761777,0.9496354,0.31350407,0.14947152,0.64449227,-0.52539265
1.5412475,0.93558556,1.1839381,0.19333537,0.5907494,0.6398047
0.3415866,1.4947263,0.344106,0.39592487,0.72586447,0.19836736
1.1644998,1.0429275,0.60163325,0.14017352,0.52942455,-0.59505
1.2173287,1.0292777,0.55316246,0.42407137,0.9776113,-0.2636962
1.784038,0.8354115,0.9845287,0.24296519,0.8040067,0.24703622
0.26851323,0.8002213,0.9031756,0.37415722,0.67243683,-0.9136802
0.9525766,1.5747461,0.96044177,0.1946634,0.5775985,-0.83686876
0.3075345,0.939523,0.74751735,0.32261816,0.71840715,0.047055006
0.65373605,1.6497798,0.8077466,0.34344786,0.9474394,-0.23757625
1.1385182,1.3571324,0.4807105,0.18199456,0.89769244,0.08183658
0.2941675,0.9055853,0.7835065,0.49904293,0.8823334,-0.74325347
1.4381789,1.2471449,0.33476734,0.44535094,0.6091866,-0.5562744
0.8669631,1.3292642,0.34978965,0.45634302,0.806532,0.17163682
1.2138363,1.1294054,0.4147779,0.37241355,0.9780306,0.98955524
0.627076,1.4993328,0.5394516,0.41376746,0.6843725,-0.04685223
0.97546124,1.5354078,0.37986773,0.14152482,0.9387919,-0.5021757
1.1587061,1.1500264,0.9700711,0.31274766,0.58182025,-0.56607604
0.57677096,1.6741025,1.1666512,0.42448884,0.7689972,-0.5002527
1.5533494,0.8221874,0.6970731,0.33933842,0.6886101,0.487378
0.96631116,0.820043,0.9150382,0.47899875,0.6903001,-0.63522077
1.8858492,1.1923883,0.4217075,0.16610487,0.6530699,0.40461183
0.91784126,0.8449978,0.64836395,0.3430091,0.7431121,0.45399725
0.7581443,1.3526628,1.1223431,0.42752647,0.91293275,-0.18226683
0.6392401,0.89994323,1.0931934,0.35817754,0.5161716,0.34740746
0.62905663,1.5420682,0.3456592,0.44288498,0.9394288,-0.117236376
1.9858313,1.2637792,0.6260478,0.37319607,0.9866299,0.45853412
1.7897984,1.4205499,0.978208,0.11606262,0.7497697,0.6990694
0.14146164,0.9881995,0.62296236,0.26418933,0.56559646,0.11463797
0.71451896,1.430775,1.0852749,0.20941603,0.816498,-0.37603235
1.4380425,1.3418119,1.057443,0.17160884,0.6882288,0.19471228
1.2127215,1.4063725,0.71485156,0.19012982,0.8993819,0.9297261
1.7204096,1.0944098,1.0051999,0.41845244,0.6680933,-0.10612321
1.4725869,1.3004926,1.0591007,0.42979136,0.5815053,0.8836889
1.7626404,1.0338699,0.6572856,0.3096784,0.7004844,0.14656532
1.8972583,1.7140678,0.30293575,0.49596855,0.9597579,0.89954376
1.8657447,1.2302035,0.6182848,0.16859443,0.9568447,0.95920396
1.1706613,0.8269964,0.6276498,0.26232848,0.9159561,0.7462746
1.5315409,1.4648252,0.66303563,0.32939833,0.64739287,0.0015608072
0.87167853,1.5244427,0.65443397,0.16623119,0.74469316,0.28810632
0.56668526,1.255327,0.65134716,0.22537819,0.8773306,-0.3337916
0.9782234,0.9754436,0.6710951,0.13462035,0.82096696,-0.5195706
0.20691663,1.6887622,1.0816741,0.17284572,0.9074389,-0.78127694
1.9385008,1.2867842,0.8811801,0.26261517,0.77743435,-0.13605464
0.71947163,1.7484636,1.0958636,0.3462881,0.6473554,-0.14882016
0.33897653,1.3297879,0.49251628,0.38574582,0.75983787,-0.23600113
1.3571811,0.81476706,1.008574,0.42939788,0.8909119,0.6045455
0.4826252,1.2391782,0.7266818,0.45471066,0.50079125,-0.267635
1.0079964,1.4235218,0.90396476,0.11933017,0.8905505,0.81158733
0.33835685,1.6958692,0.34287673,0.25145707,0.90198815,0.4345063
0.88696826,1.3774178,0.97815096,0.35751528,0.6594093,0.7078105
0.40689683,1.2725856,0.768262,0.30322728,0.5692712,-0.6625651
1.3210527,1.6675639,1.177906,0.12344735,0.5060375,-0.90671134
0.16544639,1.4818532,1.0281348,0.18074627,0.88445675,0.9303435
0.25373414,1.6138387,0.3841822,0.36139798,0.60854006,-0.004562497
0.9494432,1.3151677,0.4750988,0.109838344,0.92472315,-0.19891524
1.0544385,1.5975459,1.021412,0.17564845,0.5062188,0.58335125
1.152686,1.2529151,0.45291752,0.12728372,0.7824588,0.007562399
1.9990172,1.3222803,1.1086195,0.2721334,0.59323645,-0.33917844
0.6634197,1.7718215,0.6895508,0.20141187,0.64324224,-0.64876413
0.96360916,1.7548742,1.1834071,0.3964819,0.83846706,-0.009801865
1.6159409,1.5189424,0.5455775,0.1629178,0.54384327,0.46755552
1.3421036,1.2244666,0.5358383,0.43916535,0.8061898,0.55550766
0.8177352,1.3201821,0.52709806,0.3521408,0.7540139,-0.6633127
0.43854138,1.3278592,0.38643003,0.3496532,0.952477,-0.3410672
1.8949128,1.4014096,0.3110858,0.10310848,0.7688399,0.026872039
1.4095088,1.2186966,0.82706743,0.48442796,0.9280646,-0.1873132
1.9687213,1.7027751,0.936706,0.35310215,0.96994984,-0.2871375
1.7554741,1.224739,0.9515367,0.17328891,0.5903181,-0.97257864
1.0376086,0.93242574,1.091039,0.42181867,0.6571846,-0.09702444
0.48671177,0.90817577,0.50471884,0.29334942,0.9550837,-0.8389164
1.8842642,1.050258,0.44283274,0.12189596,0.54501903,0.37748528
1.3715518,1.2842923,1.0621321,0.27974856,0.93691653,0.85493505
0.41223267,1.5816213,0.6630498,0.4903955,0.8872817,0.025583506
0.9991961,1.1179101,0.5992993,0.22960696,0.6448624,0.06498182
0.8136604,1.4638218,0.30672097,0.4673479,0.5739342,-0.98897743
1.8138444,1.4054883,0.7188586,0.41386083,0.5194279,-0.32054913
1.4979024,1.4676155,0.5076814,0.28309843,0.90703595,-0.1849612
1.8236796,0.99652183,1.1072233,0.22789958,0.7529521,-0.4564588
1.1714234,0.83955866,0.66492224,0.120432,0.92879874,-0.44050455
1.4063472,1.1146569,0.88030946,0.33578455,0.73725307,-0.37507403
1.493853,1.137728,0.30830038,0.34814373,0.79180753,-0.8215127
1.5054771,1.0843103,1.1416335,0.33087596,0.9809822,-0.063733816
0.8202725,1.6301996,0.96492195,0.18930312,0.63799983,-0.87810946
1.5286978,1.1282756,0.5098865,0.39795583,0.7189367,0.4964074
0.7645619,1.2500683,1.0453382,0.3370618,0.7269,-0.89694977
1.1238,0.9249032,0.7185786,0.15858606,0.86036915,0.98932374
1.8167492,1.7648296,0.82019544,0.3666422,0.98504025,0.24897885
1.9515527,1.2787191,1.0706723,0.21152753,0.88902575,-0.81394076
0.29636022,0.8090206,0.6951976,0.3292559,0.57956696,-0.22136796
1.1319549,1.2618177,1.0240021,0.107463054,0.5765424,0.9825431
1.4440277,1.6380231,1.1234994,0.23262054,0.9637539,0.22357428
0.64674765,1.2802602,0.92912614,0.33052406,0.77482796,0.85111094
0.5944853,0.89426774,0.5017567,0.49267098,0.8670026,0.8594769
0.9450153,0.827717,0.6755571,0.27103072,0.6499888,0.1657381
1.2988505,1.6514668,0.40013373,0.4116851,0.75734913,0.049724936
1.6697162,1.1797674,0.96486396,0.14587164,0.877915,0.86390007
0.33220866,1.7350945,0.92110616,0.1457406,0.77101284,-0.0043096542
0.36015993,1.6327133,0.96887827,0.15021043,0.9146428,0.254691
1.8602535,1.0057551,1.161969,0.11263752,0.5563923,-0.6432556
0.88997036,1.2537813,1.0306587,0.2478134,0.5466347,0.9737482
0.2291612,1.5019855,0.87831706,0.21020241,0.7360499,0.22979963
1.9490863,0.8324758,0.64423454,0.44346216,0.503808,0.8703227
1.8609583,1.2366319,0.52962774,0.32812682,0.5060376,-0.11893356
1.658887,1.108328,0.98419714,0.30079585,0.64833874,-0.24029553
1.771545,1.364269,0.60462487,0.23159406,0.70613706,0.87707865
0.9486858,1.5373735,0.85649663,0.2706389,0.90547895,0.06987095
1.9422339,1.3749273,0.39255762,0.15109472,0.5159569,-0.7473432
1.3155485,1.6577547,0.3972219,0.30920666,0.64930856,-0.048061848
0.8649484,1.442452,0.3321501,0.3292583,0.9971552,-0.29787374
1.5726247,1.4706919,0.7733166,0.33793887,0.680092,-0.8492484
1.3939164,1.390306,0.58905125,0.3859887,0.8067181,-0.6218405
0.4841707,1.1715181,0.33671334,0.40409088,0.7611998,-0.9946759
0.8539742,1.030524,0.33039883,0.17141953,0.91366875,-0.915867
1.1340084,1.283761,1.159646,0.13126147,0.5404515,-0.034663916
0.54654974,1.6094089,1.0658324,0.18891747,0.85609186,0.20718253
0.8471913,1.7681214,0.9922417,0.48778185,0.8139199,-0.112425566
0.7871412,1.6490235,0.3718,0.22155738,0.6722374,0.5711942
1.5411791,1.7283947,0.41652364,0.4789932,0.86959475,-0.9479227
1.8619483,0.93803483,0.85864896,0.1924676,0.5188893,0.8937861
1.1916153,0.8417418,0.6984997,0.37080336,0.75799143,-0.85240614
1.4060434,1.4088904,1.1271143,0.4238359,0.9001325,0.1348604
1.8765564,1.2172303,0.7588428,0.4945323,0.95493317,0.07913935
1.2714816,1.4675505,0.8369374,0.14196923,0.7141167,-0.31997466
0.71543115,1.3024135,1.1558523,0.3709718,0.6847501,-0.9753678
0.8965027,1.5323647,0.5003258,0.4838571,0.5182843,0.6916311
0.8233736,1.0358504,1.0707318,0.20127302,0.5403478,0.7878368
0.46270347,1.6393576,1.0349096,0.20808616,0.70290965,0.48063242
0.11369473,1.4724276,0.3378362,0.24102485,0.907033,0.76394546
1.6836569,1.4527528,0.75307834,0.15082645,0.6387298,-0.40538895
0.20016836,0.8228099,0.47214943,0.49715436,0.78037274,-0.9620799
1.6470299,1.670611,1.1076858,0.361741,0.83596206,0.17306077
1.5950956,1.6379824,0.9483098,0.23937365,0.7980368,0.043962598
1.5316312,1.0085666,1.1099912,0.1306074,0.9441217,0.6597518
1.9577881,1.2990792,0.57789695,0.13185155,0.99780065,-0.4432974
1.5764161,1.5302391,0.78641456,0.43132758,0.8174268,0.058576584
0.7581587,1.3488517,0.8489768,0.41102168,0.93761754,0.37307656
0.5506082,1.1539178,0.7306609,0.19240415,0.8981476,-0.21428812
0.6047805,1.7440501,0.69672143,0.35556534,0.7192594,-0.7426202
1.651975,1.0848216,1.0227679,0.37285444,0.66007894,-0.7558708
1.400621,1.6513548,1.1495222,0.48552126,0.6182034,-0.60301065
0.9444527,1.2426999,0.5004276,0.31262118,0.7370588,-0.78702235
1.7537258,0.8448409,0.37677535,0.4023805,0.54212976,0.7091526
1.5196601,1.3404722,0.36637342,0.36420068,0.98022044,-0.6484934
1.7250414,1.7358749,0.36514872,0.27590895,0.7565224,0.5262834
1.4083751,1.6940074,0.7053969,0.11755696,0.5727004,0.20127058
1.3682908,1.4464159,0.88846433,0.2008893,0.9726768,-0.23326516
1.809686,1.4120352,0.3200197,0.45598543,0.717359,0.7333075
1.692654,1.0356914,0.35089353,0.4913641,0.5506785,0.99528337
1.4832463,1.3240237,0.5416157,0.25956997,0.9925109,-0.6064105
0.16196783,1.3595431,0.813762,0.46844608,0.9272733,-0.1292026
1.8040864,1.3528941,0.47633392,0.15191524,0.7562392,-0.31844187
0.14311948,1.0026119,0.9013869,0.12078825,0.5625001,-0.14825511
0.23640844,1.3782599,0.51497525,0.32437015,0.85310036,-0.09512365
0.21297953,1.5948958,0.5575926,0.43689367,0.6639117,-0.16399193
1.9960775,1.603317,0.5410489,0.28904375,0.8381765,-0.1393975
0.83786947,1.0075821,0.9111067,0.3704584,0.55647874,0.78796816
1.3877215,1.0214792,0.36371884,0.17824644,0.9460218,0.5760751
0.42554325,1.3054235,0.45958716,0.23814192,0.79801655,-0.98571
0.32807463,1.3144822,0.96245927,0.2947692,0.70347834,-0.9761853
1.6692516,1.6090922,0.49950677,0.43483356,0.76311725,-0.9009414
0.5274748,1.1978697,0.9858076,0.24934608,0.71569574,-0.96559334
0.11652266,1.719126,0.8799842,0.41233104,0.6043227,0.124836326
0.5072193,1.0795816,0.9274567,0.48341468,0.8599361,0.49466002
1.3112,1.1790663,0.73891324,0.4601841,0.782719,-0.19316566
0.64187866,1.2152736,1.085724,0.46201143,0.7899403,0.69654965
1.8401623,0.9298232,0.86292243,0.20144445,0.5075001,-0.83506274
0.4662229,1.2910943,0.5520768,0.39780957,0.7389717,0.22864306
0.58834183,1.2319312,0.8002464,0.39525667,0.50721306,0.2384659
1.6706426,0.96130145,1.1701114,0.2918323,0.7660198,-0.8286185
0.39988798,1.5638361,0.95342064,0.31217176,0.7868201,0.5694543
0.304825,0.91266775,1.1207455,0.29364616,0.5899842,-0.26981938
1.7487684,1.1105657,1.0710471,0.15143351,0.51274097,-0.015244365
1.964056,1.6021714,0.6458038,0.25803256,0.50257623,-0.38314903
1.9831828,1.3714638,1.1247678,0.31989127,0.95911366,-0.05931282
0.92294866,1.6612046,0.5158045,0.4403484,0.6018974,-0.98731947
1.0764211,1.1473994,0.9646417,0.30681342,0.7235039,0.7313812
1.4040023,0.93973196,0.9046049,0.22666118,0.59540135,-0.4971248
0.8891226,1.4528534,1.1381152,0.4714809,0.9204503,0.114592195
0.13145463,1.3783982,0.57800543,0.42011768,0.53122544,0.04866326
0.862597,0.9455547,1.03478,0.10844395,0.6127104,0.25743902
0.67139053,1.5398674,0.832588,0.35600263,0.99860203,-0.9216372
0.6925919,1.0636135,1.1045358,0.22469985,0.7504163,-0.9662007
0.49603963,0.80272007,0.63935184,0.41320008,0.5143248,0.26626968
1.4005425,1.1902437,0.49316216,0.18276486,0.95739806,0.52038515
0.6507166,1.1624273,0.8601009,0.11187134,0.95529425,-0.58475995
1.5063882,0.9574684,0.84581494,0.47269315,0.5621418,-0.69156265
1.0627896,0.9298783,0.33114067,0.15539205,0.9477346,-0.3084321
0.79195285,1.1148466,0.9500592,0.2930326,0.5480634,-0.71399295
1.0057535,1.652395,1.1386818,0.39513513,0.52263623,0.6893481
0.8058913,1.5536416,0.43138337,0.45985043,0.90480876,0.21959221
1.4946676,1.5748868,0.8163493,0.20996173,0.8453136,0.49712598
0.35029224,1.6953453,0.4195661,0.456996,0.6125699,-0.35265255
1.8783236,1.1364211,0.7596837,0.41728604,0.5023078,-0.6103133
0.43499646,1.473996,0.5893339,0.4307243,0.69034785,-0.22997892
1.7072387,1.4964546,0.96136206,0.14962558,0.7101327,-0.44053638
0.5889536,1.1245378,0.587548,0.15540442,0.58767164,0.48050034
0.397217,0.9024335,0.92981935,0.14804904,0.69330776,0.7522682
1.0955111,0.8094025,0.9202509,0.4225637,0.7236434,0.36643243
0.718212,0.82751805,0.5065521,0.34787077,0.5452057,-0.4971094
1.2526693,1.0760617,0.32528996,0.20223773,0.937381,-0.25636792
1.9297566,1.780455,0.4266692,0.41441783,0.9068488,0.8360491
0.63886046,1.0245405,0.8240185,0.34841353,0.6413983,0.040331602
1.6747864,0.8196243,0.51850855,0.4651627,0.502505,-0.7765186
1.1630639,1.2779013,0.749565,0.35488367,0.54362726,-0.6426023
1.1079462,1.1828846,0.9202514,0.18536563,0.99356604,0.34232175
1.285847,1.4107525,0.5648885,0.39481106,0.551332,-0.5474248
1.0490935,1.4467316,0.8499126,0.43680483,0.55709326,0.17640662
1.3903477,0.8070008,1.0760372,0.14677472,0.8028528,-0.49848938
1.1322135,1.4504364,0.41891754,0.4908111,0.8453096,0.79678726
